PersonId,Matriculated,RegionPrefLevel,RequestedRegionalReassignment,Ethnicity,Senior2007,CumulativeGPA,SpecialEducationPrefLevel,BilingualPreferred,Gender,ReceivedPellGrants,PrimarySubject,GradeLevel,IsMathMajorMinor,IsScienceMajorMinor,IsEngineeringMajorMinor,IsMathSciorEngMajorMinor,Contacted
1596330,1,1,0,1,1,3.8,1,0,1,0,5,2,0,0,1,1,0
1350575,1,2,0,1,1,3.7,1,1,0,0,1,2,0,0,0,0,1
1338477,1,1,0,2,1,3.3,1,0,1,0,5,2,0,0,0,0,0
1490540,1,1,0,1,1,3.4,1,0,0,0,1,1,0,0,0,0,0
1590043,1,1,0,1,1,4,1,0,1,0,3,2,1,0,0,1,0
1260648,1,1,0,1,1,3.8,1,0,1,0,12,3,0,0,0,0,1
1591615,1,1,0,1,1,4,1,1,0,0,14,3,0,0,0,0,0
1438855,1,1,0,1,1,4,1,0,0,0,1,1,0,0,0,0,0
1587791,1,1,0,1,1,2.9,1,0,0,2,1,1,0,0,0,0,0
1331635,1,1,0,5,1,3.9,1,0,0,0,5,2,0,0,0,0,0
1343697,0,1,0,1,1,3.3,1,0,1,0,1,1,0,0,0,0,0
1587758,1,1,0,2,1,3.5,1,0,0,0,12,2,0,0,0,0,0
1588033,1,1,1,3,1,2.8,1,0,1,2,1,1,0,0,0,0,1
1529949,1,1,0,1,1,3.4,1,0,0,0,1,1,0,0,0,0,0
1590741,1,1,0,1,1,3.4,1,0,0,0,5,2,0,0,0,0,0
1596761,1,1,1,3,1,3.4,1,0,0,2,11,2,0,0,1,1,0
1585581,1,1,0,1,1,3.3,1,0,0,0,6,2,0,0,0,0,1
1473215,1,1,0,1,1,3.2,1,0,0,0,1,1,0,0,0,0,0
1606888,0,1,0,3,0,3.3,1,0,1,1,1,1,0,0,0,0,1
1585875,1,1,0,1,1,3,1,0,0,2,15,2,0,0,0,0,0
1550556,0,1,1,3,1,3.1,1,0,0,2,2,2,0,0,0,0,0
1588949,1,1,1,1,1,3.9,1,0,1,0,17,3,0,0,1,1,0
1583717,0,1,0,1,1,3.7,3,1,0,0,1,1,0,0,0,0,1
1545671,1,1,1,1,1,4,1,0,1,0,1,1,0,0,0,0,0
1523070,1,3,0,1,1,3.4,1,0,1,0,1,1,0,0,0,0,0
1611393,1,1,0,1,1,3.8,1,0,1,0,1,1,0,0,0,0,0
1574857,0,1,0,1,1,3.2,1,0,1,0,4,3,0,0,1,1,0
1611409,1,1,1,1,1,3.2,1,1,1,0,1,1,0,1,0,1,1
1578522,1,3,1,2,1,4,1,0,1,0,5,2,0,0,0,0,0
1582518,1,3,0,1,1,3.8,1,0,0,0,1,1,0,0,0,0,0
1401043,1,2,1,1,1,3.3,3,0,0,0,12,2,0,0,0,0,0
1576831,1,3,1,1,1,3.9,1,0,0,0,1,1,0,0,0,0,0
1578203,1,1,0,1,1,3.7,1,1,0,2,12,2,0,0,0,0,0
1154971,1,1,0,1,1,3.5,3,1,0,0,10,1,0,0,0,0,0
1584732,1,1,0,3,1,3.5,3,0,0,1,10,1,0,0,0,0,1
1561760,0,1,0,2,1,3,1,0,0,1,12,2,0,0,0,0,0
1529328,1,1,0,3,1,3.2,1,0,1,0,1,1,0,0,0,0,0
1581323,1,1,0,2,1,3.6,3,0,0,0,11,2,0,1,0,1,1
1581010,1,1,0,3,0,2.7,1,0,1,2,12,3,0,0,0,0,0
1603241,1,1,0,4,1,3.7,1,0,0,0,9,2,0,0,0,0,0
1581193,0,2,0,1,0,3.9,1,0,0,0,12,2,0,0,0,0,1
1437368,0,1,0,1,1,3.9,1,0,0,0,16,1,0,0,0,0,1
1589966,0,1,0,1,0,4,3,0,0,0,1,1,0,0,0,0,0
1472489,0,1,0,2,1,3.5,1,0,1,0,1,1,0,0,0,0,0
1547851,0,1,0,1,1,3.2,1,0,0,0,1,1,0,0,0,0,1
1576987,1,1,0,3,1,3.2,3,0,1,1,2,2,0,1,0,1,0
1490895,1,1,0,1,1,3.3,1,0,0,2,11,3,0,0,0,0,0
1579535,1,1,0,5,1,3.7,3,0,1,1,12,3,0,0,0,0,0
1577021,1,1,0,1,1,3.6,3,0,0,0,1,1,0,0,0,0,0
1531798,1,1,0,1,1,3.9,1,1,0,0,5,2,1,1,0,1,0
1527845,0,1,0,1,1,3.5,1,1,1,0,1,1,0,0,0,0,0
1584519,1,1,0,5,0,3.7,1,1,1,1,12,2,0,0,0,0,1
1593782,1,1,0,3,1,3.8,2,0,0,0,10,1,0,0,0,0,1
1585372,1,1,0,1,1,3.6,3,0,0,0,12,3,0,0,0,0,0
1526352,1,1,0,1,1,3.1,1,0,1,0,1,1,0,0,0,0,0
1431286,1,1,0,1,1,3.7,1,0,0,0,1,1,0,0,0,0,0
1582202,1,1,0,5,1,3.2,1,0,0,0,12,3,0,0,0,0,1
1589327,1,1,0,1,1,3.5,1,1,0,0,12,2,0,0,0,0,0
1464064,1,1,0,1,1,3.9,1,1,0,0,1,1,0,0,0,0,0
1328355,1,1,0,2,1,3.1,1,0,1,1,3,2,0,0,0,0,0
1574143,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,0,0
1583886,1,1,0,1,1,3,3,0,1,0,10,1,0,0,0,0,0
1443877,1,1,0,3,1,3.3,1,0,0,0,3,2,0,0,0,0,0
1513208,1,1,0,1,1,3.3,1,0,0,0,12,2,0,0,0,0,1
1545001,1,1,0,1,1,3.3,1,0,0,1,3,2,0,0,0,0,0
1611443,1,1,0,2,0,3.7,1,0,1,0,1,1,0,0,0,0,1
1490993,1,2,0,1,1,3.8,1,0,0,0,1,1,0,0,0,0,0
1521415,1,1,0,4,1,3.9,1,0,0,0,5,2,1,0,0,1,0
1543341,1,1,0,1,1,3.7,1,0,0,0,1,1,0,0,0,0,0
1319460,1,1,0,3,1,3.4,1,0,1,2,1,1,0,0,0,0,0
1587702,1,1,0,1,1,3.5,1,0,0,0,1,1,0,0,0,0,0
1425469,1,1,0,1,1,3.6,1,0,0,0,1,1,0,0,0,0,0
1601490,1,1,0,1,1,3.8,1,0,0,0,3,2,0,0,0,0,1
1534040,0,3,1,1,1,3.9,1,0,1,0,1,1,0,0,0,0,0
1514954,1,1,1,1,1,3.8,1,0,1,0,12,2,0,0,0,0,1
1577501,1,1,0,5,1,3.4,1,1,0,0,16,3,0,0,0,0,0
1593867,1,1,0,5,1,3.1,1,0,0,0,16,3,0,0,0,0,0
1261319,1,1,0,1,1,3.5,1,0,0,0,5,2,0,0,1,1,0
1586455,1,1,0,1,1,3.1,1,0,0,0,1,1,0,0,0,0,1
1526875,1,1,0,1,1,3.1,3,1,1,0,2,2,0,0,0,0,0
1587640,1,1,0,1,1,3.7,1,1,1,0,7,1,0,0,0,0,0
1529247,1,1,0,3,1,2.9,1,0,1,0,3,3,0,0,0,0,0
1509342,1,1,0,1,1,3.2,1,1,0,0,1,2,0,0,0,0,0
1580185,1,1,0,1,0,3.9,1,0,0,0,1,1,0,0,0,0,0
1557738,1,1,0,1,1,3.8,1,0,0,0,1,1,0,0,0,0,0
1516541,1,1,0,4,1,3.3,1,0,1,0,2,3,0,0,0,0,0
1580945,1,1,0,1,1,3.7,1,0,0,0,1,1,0,0,0,0,1
1584660,1,2,1,1,1,3,2,0,0,0,1,1,0,0,0,0,0
1587731,1,1,0,1,1,3.1,1,0,0,0,10,1,0,0,0,0,0
1543581,1,1,0,1,1,3.9,1,0,0,0,12,2,0,0,0,0,1
1403637,0,1,0,1,1,3.8,1,0,0,0,1,1,0,0,0,0,0
1591861,1,1,0,1,1,3.5,1,0,0,0,1,1,0,0,0,0,0
1495778,1,1,1,4,1,4,3,1,0,0,1,1,0,0,0,0,0
1580394,1,2,0,1,1,3.7,3,0,0,0,10,1,0,0,0,0,0
1582790,1,1,0,4,1,3.5,1,0,1,0,12,3,0,0,0,0,1
1596570,1,1,0,1,1,3.4,1,0,0,1,1,1,0,0,0,0,0
1478538,1,1,0,1,1,3.9,1,0,0,0,1,1,0,0,0,0,1
1260000,1,1,0,1,1,3.7,1,0,0,0,8,3,1,0,0,1,1
1584576,1,1,0,1,1,3.6,1,0,0,0,12,2,0,0,0,0,1
1586651,1,1,0,3,1,3.8,1,0,1,1,12,2,0,0,0,0,0
1478889,1,1,1,1,1,3,1,0,1,0,8,3,0,0,0,0,0
1582404,1,1,0,5,1,4,1,1,0,0,1,1,0,0,0,0,1
1581284,1,1,0,1,0,3.9,1,0,1,0,1,1,0,1,0,1,0
1515025,1,1,0,1,1,2.8,3,0,0,1,18,2,0,0,1,1,0
1580978,1,1,0,2,1,3.6,1,0,0,1,8,3,0,0,0,0,0
1582218,1,1,0,1,1,4,1,0,0,0,12,2,0,0,0,0,0
1599913,1,1,0,1,1,4,1,0,1,0,18,2,1,0,1,1,1
1526108,1,1,0,1,1,3.7,1,0,0,0,3,2,0,0,0,0,1
1600275,1,1,0,3,1,3.9,1,0,0,0,1,1,0,0,0,0,0
1489388,1,1,0,1,1,3.2,2,0,0,1,10,1,0,1,0,1,1
1576999,1,1,0,1,1,3.8,3,0,0,0,13,1,0,0,0,0,0
1579857,1,1,0,2,0,3.7,1,0,1,0,8,3,1,0,0,1,0
1522099,1,1,0,5,1,3.5,1,0,0,0,1,1,0,1,0,1,1
1559393,1,1,0,1,1,3.2,1,0,1,0,1,1,0,0,0,0,0
1589043,1,1,0,1,1,3.7,3,0,0,0,10,1,0,0,0,0,1
1582782,1,2,1,1,1,3.3,1,0,0,0,2,2,0,1,0,1,0
1609585,1,1,0,2,0,3.5,1,0,0,0,1,1,0,0,0,0,0
1576931,1,1,1,3,1,2.9,1,0,0,2,1,1,0,0,0,0,0
1526939,0,1,0,3,1,4,1,0,0,0,3,2,0,0,0,0,0
1583873,1,1,0,1,0,3.1,1,0,1,0,2,3,1,1,0,1,1
1568599,1,1,0,1,1,3.9,1,0,0,0,13,1,0,0,0,0,0
1601257,1,1,0,3,0,3.9,1,0,0,1,3,2,0,0,0,0,0
1478815,1,1,0,1,1,3.8,1,1,1,0,1,1,0,0,0,0,0
1579634,1,1,0,1,1,3.7,1,0,0,0,5,2,0,0,0,0,0
1558798,1,1,0,5,1,3.9,1,0,1,0,5,2,0,0,0,0,0
1587696,1,1,0,3,1,3.1,1,0,0,2,15,2,0,0,0,0,1
1530143,1,1,0,3,1,2.8,1,0,1,1,1,1,0,0,0,0,0
1458135,1,1,0,5,1,3.5,1,0,0,0,1,1,0,0,0,0,0
1341311,1,2,1,1,1,3.4,1,0,1,0,1,1,0,0,0,0,1
1582828,1,2,1,3,1,3.3,1,0,0,2,1,1,0,0,0,0,0
1345537,1,2,0,1,1,3.7,1,0,0,0,1,1,0,0,0,0,0
1581575,1,2,1,5,1,3.5,1,0,0,0,1,1,0,0,0,0,0
1596860,1,1,1,1,1,4,1,1,0,0,12,2,0,0,0,0,0
1430906,0,2,1,3,1,3.7,1,0,0,0,1,1,0,0,0,0,1
1565920,1,3,0,3,1,3.5,1,1,0,1,1,1,0,0,0,0,0
1590021,1,1,0,1,0,3.8,3,1,0,0,10,1,0,0,0,0,0
1291150,1,1,0,1,1,3.8,3,0,0,2,1,1,0,0,0,0,0
1590089,0,1,0,1,1,3.7,1,0,0,0,1,1,0,0,0,0,0
1625388,0,1,0,1,1,4,1,1,0,2,7,1,0,0,0,0,0
1556810,0,1,0,1,1,3.9,1,0,0,0,2,2,0,1,0,1,1
1392106,0,1,0,5,1,3.8,1,1,1,2,11,2,0,1,0,1,0
1598746,0,1,0,1,1,3.9,1,0,0,0,1,1,0,0,0,0,0
1635702,0,1,0,1,1,3.5,3,0,0,1,1,1,0,0,0,0,0
1630908,1,1,0,1,1,3.5,3,0,0,2,1,1,0,0,0,0,0
1389170,1,1,1,3,1,3.3,1,0,0,0,1,1,0,0,0,0,0
1542284,0,1,0,5,1,3.7,3,0,0,0,10,1,0,0,0,0,0
1602092,1,1,0,1,1,3.4,2,0,0,0,1,1,0,0,0,0,1
1591916,1,1,0,1,1,3.4,3,0,0,1,1,1,0,0,0,0,1
1582436,1,1,0,3,1,3.3,3,0,0,0,12,2,0,0,0,0,0
1578648,1,1,0,1,1,3.7,1,0,1,0,1,1,0,0,0,0,1
1607956,1,1,0,4,1,3.6,3,0,0,2,12,3,0,0,0,0,1
1523793,1,1,0,1,1,3.6,1,1,0,0,1,1,0,0,0,0,0
1629689,1,1,0,1,1,3.3,1,1,0,0,3,3,0,0,0,0,0
1639074,1,2,0,4,1,3.1,1,0,0,2,1,1,0,0,0,0,0
1616490,0,1,0,5,1,3.7,3,1,0,1,7,1,0,0,0,0,0
1611324,1,1,0,1,0,3.5,1,0,0,2,8,3,0,0,0,0,0
1614071,1,1,0,1,1,3.6,3,0,0,0,10,1,0,0,0,0,0
1178218,1,1,0,1,1,3.8,3,0,0,0,10,1,0,0,0,0,0
1633122,1,1,0,5,1,3.3,3,0,0,0,1,1,0,0,0,0,0
1579923,0,1,0,1,1,3.3,3,0,0,0,1,1,0,0,0,0,1
1637435,1,1,0,1,0,3.3,3,0,0,0,12,3,0,0,0,0,1
1603173,1,1,0,4,1,3.9,1,0,0,0,1,1,0,0,0,0,1
1624129,1,1,0,1,1,3.8,3,0,0,0,16,1,0,0,0,0,0
1513852,1,1,0,1,1,3.4,3,0,0,0,1,1,0,0,0,0,0
1544253,1,1,0,1,1,3.6,3,0,0,0,10,1,0,0,0,0,1
1518192,1,1,0,5,1,3.9,1,1,0,0,1,1,0,0,0,0,0
1587708,1,1,0,5,1,3.1,3,0,0,1,10,1,0,0,0,0,0
1550115,1,1,0,1,1,3.6,1,0,1,0,18,2,0,0,0,0,1
1596287,1,1,0,1,1,3.8,1,0,0,0,11,2,0,0,0,0,1
1638856,1,1,0,3,1,2.9,3,0,1,2,12,2,0,1,0,1,1
1584057,1,1,0,1,1,3.2,1,1,0,0,12,2,0,0,0,0,0
1623238,1,1,0,5,1,3.7,1,0,1,0,3,3,0,0,0,0,0
1415959,1,1,0,1,1,3.7,1,0,0,0,12,2,0,0,0,0,1
1602956,1,1,0,1,1,3.7,3,0,0,0,10,1,0,0,0,0,0
1522760,0,1,0,1,1,3.6,1,0,0,0,12,2,0,0,0,0,1
1259913,1,1,1,1,1,3.7,1,0,0,0,1,1,0,0,0,0,1
1587403,1,1,0,1,1,3.6,1,1,1,0,9,3,0,1,0,1,1
1631985,1,1,0,1,1,3.9,3,0,1,0,10,1,0,0,0,0,1
1541957,0,1,1,3,1,2.8,3,0,1,2,10,1,0,0,0,0,0
1519443,1,1,0,5,1,3.2,3,1,0,2,10,1,0,0,0,0,0
1529079,1,1,0,1,1,3,1,1,0,0,1,1,0,1,0,1,0
1634823,1,1,0,5,0,3.6,1,1,0,0,7,1,0,0,0,0,0
1624211,1,1,0,1,1,3.2,3,0,0,0,1,1,0,1,0,1,0
1548643,0,1,0,3,1,3.8,3,0,0,0,10,2,0,1,0,1,0
1630939,1,1,0,4,1,3.6,1,0,0,2,1,1,0,0,0,0,0
1528190,1,1,0,1,1,3.7,3,1,0,0,10,1,0,0,0,0,0
1501833,1,1,0,5,1,3.9,3,1,0,2,7,1,0,0,0,0,1
1598820,1,1,0,3,1,4,1,1,0,0,2,2,0,1,0,1,0
1590240,1,1,0,1,1,3.8,3,0,0,1,12,2,0,0,0,0,0
1622520,1,1,0,3,1,3.2,3,0,0,0,1,1,0,0,0,0,0
1616393,1,2,1,1,1,3.1,1,0,1,0,11,2,0,1,0,1,1
1632824,1,1,0,1,1,3.8,1,0,0,0,1,1,0,0,0,0,0
1278684,1,1,0,1,1,3.4,1,0,1,0,1,1,0,0,0,0,0
1629665,0,1,0,1,1,3.7,1,0,1,0,9,2,0,0,0,0,0
1602887,0,1,0,4,1,3.8,3,0,0,0,3,2,0,0,0,0,0
1163484,0,1,0,1,1,3.8,1,0,1,0,2,2,0,1,0,1,1
1545252,1,1,0,1,1,3.9,1,0,1,0,6,3,0,1,1,1,0
1462922,1,1,0,4,1,3.8,1,1,0,1,6,3,0,1,0,1,0
1606771,0,1,0,1,1,3.7,1,0,1,0,12,3,0,0,0,0,1
1355398,0,1,0,5,1,3.2,1,1,0,2,13,1,0,0,0,0,0
1592551,1,1,0,3,1,3.2,1,0,1,0,12,3,0,0,0,0,1
1638986,1,1,0,5,1,3.5,1,1,0,0,11,2,0,1,0,1,0
1616620,1,1,0,3,1,3.5,1,0,1,1,8,3,0,0,0,0,0
1581633,0,1,0,1,0,3.9,3,0,0,0,1,1,0,0,0,0,0
1555333,1,1,0,1,1,3.9,1,0,0,0,1,1,0,0,0,0,0
1472232,0,1,1,1,1,3.8,1,0,0,0,1,1,0,0,0,0,0
1551355,1,2,1,1,1,3.8,3,0,0,0,13,1,0,0,0,0,0
1594738,1,1,0,1,1,3.4,3,0,0,2,9,3,0,1,0,1,0
1573176,1,1,0,1,1,2.9,1,0,1,0,2,2,0,0,0,0,0
1591514,0,1,0,1,1,3.5,1,0,0,0,1,1,0,0,0,0,0
1435554,1,1,0,1,1,3.8,3,0,0,0,1,1,0,0,0,0,0
1499718,1,1,0,1,1,3.6,1,0,0,1,5,2,0,1,0,1,0
1577931,1,1,0,1,1,3.6,1,0,0,1,1,1,0,0,0,0,0
1486736,1,1,0,1,1,3.5,1,0,0,0,1,1,0,0,0,0,0
1616573,1,1,0,1,0,3.1,1,0,0,0,16,1,0,0,0,0,1
1637420,1,1,0,1,1,3.6,1,0,1,0,10,1,0,0,0,0,1
1383414,1,1,0,1,1,3.9,1,1,0,2,16,1,0,0,0,0,1
1410609,1,1,0,3,1,3.5,1,0,1,2,1,1,0,0,0,0,0
1542186,1,1,0,2,1,3.6,1,0,0,1,12,2,0,1,0,1,0
1545621,1,1,0,3,1,3.1,1,0,0,2,15,2,0,1,0,1,0
1391171,0,1,0,2,1,3.4,1,0,0,0,1,1,0,0,0,0,0
1593777,0,1,0,1,1,3.8,3,0,1,0,10,2,0,0,0,0,0
1596462,0,1,0,5,1,3.9,1,1,0,2,12,2,0,0,0,0,0
1592392,0,1,0,1,1,3.7,1,0,0,0,12,2,0,0,0,0,0
1609617,0,1,0,2,0,2.8,1,0,0,0,8,3,0,0,0,0,0
1584826,0,1,0,1,1,3.4,1,0,0,0,1,1,0,0,0,0,0
1619535,0,1,0,1,1,3.7,1,0,0,0,12,2,0,0,0,0,0
1581150,0,1,0,1,1,3.8,1,0,0,0,16,1,0,0,0,0,0
1553953,0,1,0,1,1,3.9,1,0,0,0,1,1,0,0,0,0,0
1634717,0,1,0,1,1,3.6,1,0,0,0,13,1,0,0,0,0,1
1618812,0,1,0,1,1,3.8,1,0,1,1,3,2,0,0,0,0,1
1585239,0,1,0,1,1,3.5,1,0,0,0,12,2,0,0,0,0,0
1593852,0,1,0,3,1,2.8,1,0,1,0,1,1,0,0,0,0,0
1562514,0,1,0,1,1,3.8,1,0,1,0,4,3,1,1,0,1,0
1481571,0,1,0,3,1,3,1,0,0,0,2,3,0,1,0,1,1
1635742,0,1,0,1,1,3.8,1,0,0,0,1,1,0,0,0,0,0
1615516,0,2,0,1,1,3.9,1,0,1,0,1,1,0,0,0,0,0
1331889,0,1,0,1,1,3.7,3,0,0,0,10,1,0,0,0,0,0
1627342,0,1,0,1,1,3.6,1,0,0,0,8,3,1,0,1,1,0
1635513,0,1,0,1,1,3.7,1,0,0,0,1,1,0,0,0,0,0
1532992,0,1,0,1,1,3.9,1,0,1,0,12,2,0,0,0,0,0
1607530,0,1,0,1,1,3.7,1,0,1,0,2,2,1,1,0,1,0
1345527,0,1,0,1,1,4,1,0,0,0,12,3,0,0,0,0,0
1205047,0,1,0,2,1,3.5,1,0,1,2,1,1,0,0,0,0,0
1620225,0,1,0,1,1,3.3,3,0,0,0,10,1,0,0,0,0,1
1626063,0,1,0,1,1,3.4,1,0,0,0,13,1,0,0,0,0,0
1622264,0,1,0,1,1,3.6,3,0,0,0,2,2,0,1,0,1,0
1591691,1,1,0,3,1,3,1,0,0,2,8,2,0,0,0,0,0
1596534,1,1,0,2,1,3.5,1,0,0,1,11,2,0,1,0,1,0
1529023,0,3,0,1,1,2.9,1,1,0,0,5,2,0,0,0,0,0
1612751,0,1,0,1,1,3,1,0,1,0,1,1,0,0,0,0,0
1633009,0,1,0,1,1,3.9,3,1,0,0,10,1,0,0,0,0,0
1587637,0,2,0,1,1,3.9,3,0,0,0,11,2,0,1,0,1,0
1616627,1,1,0,1,1,3.7,2,0,0,0,10,1,0,0,0,0,0
1560154,1,1,0,5,1,3.6,1,0,0,0,11,3,0,1,0,1,1
1631974,1,1,0,4,0,3.6,1,0,1,2,3,2,0,0,0,0,1
1448575,1,1,0,1,1,3.8,1,0,1,0,5,2,1,0,0,1,1
1569351,1,1,0,1,1,3.4,1,0,1,0,12,2,0,0,0,0,1
1614939,1,1,0,2,1,3.5,1,0,0,0,11,3,0,1,0,1,0
1529291,1,1,0,5,1,2.6,3,1,0,1,10,1,0,0,0,0,1
1588881,1,1,0,5,1,3.6,1,0,0,0,11,2,0,1,0,1,0
1316353,1,1,0,3,1,3.3,1,0,0,1,1,1,0,0,0,0,1
1616811,1,1,0,1,1,3.6,1,0,0,0,12,2,0,0,0,0,0
1585579,1,1,0,1,1,3.5,1,0,0,0,12,2,0,0,0,0,0
1638605,0,1,0,3,1,3.2,1,0,0,1,12,3,0,0,0,0,0
1309828,1,1,0,1,1,3.7,1,0,1,0,9,2,0,0,0,0,1
1586471,1,1,0,1,1,3,1,0,1,0,5,2,0,0,1,1,0
1550283,1,1,0,3,1,3.7,1,0,0,0,1,1,0,0,0,0,1
1598836,1,1,0,1,1,3.3,1,0,0,0,1,1,0,0,0,0,0
1599860,1,1,0,3,1,3.2,1,0,0,2,1,1,0,0,0,0,0
1387897,1,1,0,1,1,3.6,1,0,1,0,12,2,0,0,0,0,0
1574227,0,1,0,1,1,3.9,2,0,0,0,10,3,0,0,0,0,0
1564233,1,1,0,1,1,3.8,1,0,1,0,15,2,0,0,0,0,0
1590690,1,1,0,1,1,3.6,1,0,0,0,3,2,0,0,0,0,0
1500331,1,1,0,1,1,3.3,1,0,0,0,1,1,0,0,0,0,0
1622736,1,1,0,1,1,3.3,1,1,1,0,1,1,0,0,0,0,0
1525300,1,1,0,1,1,3.8,2,0,1,0,10,1,0,0,0,0,0
1349268,1,1,0,1,1,3.6,1,0,0,0,6,3,0,1,0,1,0
1543888,0,1,0,1,1,3.1,1,0,1,1,2,2,0,1,0,1,0
1542028,1,1,0,3,1,3.2,1,1,1,0,1,1,0,0,0,0,0
1581227,1,1,0,1,1,3.7,1,0,0,0,15,2,0,0,0,0,0
1637468,1,1,0,1,1,3.8,1,0,0,0,1,1,0,0,0,0,1
1591834,1,1,0,1,1,3.9,1,1,0,0,1,1,0,0,0,0,0
1614999,1,1,0,5,1,3.2,1,0,0,0,1,1,0,0,0,0,0
1616548,1,1,0,1,0,3.6,1,0,0,1,12,3,0,0,0,0,0
1622499,1,1,0,1,1,3.1,1,0,1,0,1,1,0,0,0,0,0
1634662,1,1,0,1,1,3.7,1,1,0,0,1,1,0,0,0,0,1
1632053,1,1,0,1,1,3.3,1,0,1,0,8,3,1,1,0,1,1
1477036,1,1,0,1,1,4,1,0,0,1,1,1,0,0,0,0,0
1611448,1,1,0,2,1,3.6,3,1,0,0,12,3,0,0,0,0,0
1393272,1,1,0,1,1,3.5,1,0,0,0,12,2,0,0,0,0,0
1591761,0,1,0,1,1,3.1,3,0,1,0,3,3,0,0,0,0,0
1601836,1,1,0,1,1,3.4,1,0,1,0,19,1,0,0,0,0,1
1595683,1,1,0,3,1,3.7,1,0,0,0,12,2,0,0,0,0,0
1510267,1,1,0,3,1,2.6,1,0,1,2,1,1,0,0,0,0,0
1631011,1,1,0,1,1,3,1,0,1,0,1,1,0,0,0,0,0
1355168,1,1,0,5,1,3.8,3,1,0,0,1,1,0,0,0,0,0
1616823,1,1,0,1,1,3.6,3,1,0,0,1,1,0,0,0,0,1
1529919,0,1,0,1,1,3.8,1,0,0,0,1,1,0,0,0,0,1
1637560,1,1,1,1,1,3.7,1,0,0,0,12,3,0,0,0,0,0
1468238,1,1,0,1,1,3.4,1,0,0,0,16,1,0,0,0,0,0
1352398,1,1,0,1,1,3.9,1,1,1,0,1,1,0,1,0,1,0
1350549,1,1,0,1,1,3.7,1,1,1,0,1,1,0,0,0,0,0
1608813,0,1,0,1,1,3.3,1,0,0,0,12,2,0,0,0,0,0
1593018,1,2,0,1,1,3.5,1,0,1,0,1,1,0,0,0,0,0
1566399,1,1,0,4,1,3.5,3,0,0,0,1,1,0,0,0,0,1
1582337,1,1,0,1,0,3.5,1,0,0,0,1,1,0,0,0,0,0
1522852,1,1,0,2,1,3.7,1,0,0,0,1,1,0,0,0,0,1
1590655,1,1,0,1,1,3.4,3,0,0,0,1,1,0,0,0,0,0
1574341,1,1,0,1,1,3.3,1,0,0,0,12,2,0,0,0,0,0
1593906,1,1,0,3,1,3,1,1,1,2,3,2,0,0,0,0,0
1448868,1,1,0,5,1,3.9,1,1,0,0,1,1,0,0,0,0,0
1600013,1,1,0,1,0,3.4,1,0,0,0,1,1,0,0,0,0,0
1593771,1,1,0,1,1,3.7,3,0,1,0,2,2,0,1,0,1,0
1581652,1,1,0,3,0,2.8,1,1,0,0,1,1,0,0,0,0,0
1415678,1,1,0,5,1,3.7,1,0,1,0,5,2,0,0,0,0,0
1616026,1,1,0,1,0,3.1,3,1,0,0,10,1,0,0,0,0,0
1622634,1,1,0,1,0,3.6,1,0,0,0,1,1,0,0,0,0,0
1564452,1,1,0,1,1,3.6,3,0,0,1,11,3,0,1,0,1,0
1607557,1,1,0,4,1,3.4,1,0,0,0,12,2,0,0,0,0,0
1553160,1,1,0,1,1,3.5,1,0,0,1,13,1,0,0,0,0,0
1548294,1,1,0,1,1,3.6,1,0,0,0,13,1,0,0,0,0,1
1552346,1,1,0,1,0,3.3,1,0,0,1,5,2,0,0,1,1,0
1580814,1,1,0,1,0,3.9,1,0,0,0,8,3,0,0,0,0,0
1583800,1,1,0,1,1,3.7,1,0,1,0,12,2,0,0,0,0,0
1628784,1,1,0,1,1,3.7,1,0,0,1,13,1,0,0,0,0,0
1574493,1,1,0,1,1,3.6,1,0,0,0,5,2,0,0,0,0,0
1629844,1,1,0,1,1,3.4,1,1,0,0,1,1,0,0,0,0,1
1212350,1,1,0,4,1,3.8,1,0,0,0,8,3,1,0,0,1,0
1220770,1,1,0,3,1,3.3,1,0,0,2,1,1,0,0,0,0,0
1584713,1,1,0,1,1,3.8,1,0,1,0,15,2,0,0,0,0,0
1616752,1,1,0,4,1,3.2,1,0,0,0,1,1,0,0,0,0,0
1407155,1,1,0,1,1,3.6,1,0,0,1,9,2,0,0,0,0,0
1634628,1,1,0,3,1,3.1,1,0,0,1,1,1,0,0,0,0,0
1571283,1,1,0,3,1,3.7,1,0,0,2,12,3,0,0,0,0,0
1628832,1,1,0,1,1,3.6,3,1,1,0,12,3,0,0,0,0,0
1634494,1,1,0,5,1,3.4,1,1,1,2,7,1,0,0,0,0,0
1602345,1,1,0,1,1,3.7,1,1,1,0,1,1,0,0,0,0,0
1579136,1,1,0,1,1,3.6,1,0,0,0,3,2,0,0,0,0,0
1162035,1,1,0,1,1,3.8,1,1,0,0,12,2,0,0,0,0,1
1611536,1,1,0,3,1,3.5,3,0,0,2,1,1,0,0,0,0,0
1602332,1,1,0,1,1,3.7,1,0,1,0,11,2,0,1,0,1,0
1548828,1,1,0,1,1,3.5,1,0,1,0,1,1,0,0,0,0,1
1620572,1,1,0,1,0,3.6,3,0,0,0,12,2,0,0,0,0,0
1628369,1,2,0,2,1,2.6,1,0,0,0,9,3,0,0,0,0,1
1633169,1,1,0,1,1,3.8,1,0,0,0,1,1,0,0,0,0,0
1210368,1,1,0,1,1,3.3,1,0,0,0,1,1,0,0,0,0,0
